Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
58	-125.78771	231.10445	-2.132315	-861.34467	-66.71729	181.92677	-2.1252503	-612.2292	130.65384	77.9	231999	-24.99473	7.1558785	12.440037	-38.43103	24.25077	4.9632463	4431.353606939316
59	-76.127144	191.73853	-2.15358	-811.69775	-69.994225	129.51636	-2.3378234	-443.69907	84.59091	75.0	235999	-25.800962	7.382771	8.677591	-37.01005	25.06473	5.3032007	4506.190457105637
60	-69.34695	178.65408	-2.1132727	-815.7108	-27.558475	43.164284	-1.9938961	-141.56372	77.44643	23.3	239999	-26.155148	7.5108976	7.636766	-39.39352	25.405056	5.525088	4574.8683359622955
61	-124.9167	246.93057	-1.9299022	-844.38196	-170.87979	317.1276	-2.6298335	-830.32367	136.59375	188.3	243999	-26.03407	7.4510555	7.6088753	-40.06883	25.265255	5.675249	4661.577107191086
62	-81.760895	178.50558	-1.9762759	-779.5287	-210.335	377.08218	-2.1437097	-1034.9266	80.521736	199.8	247999	-26.144903	7.6460066	24.279436	-39.144886	25.39647	5.7553306	4749.717954158783
63	-100.87016	253.72888	-2.0928004	-1058.4789	-203.20491	330.32693	-1.5921171	-1010.55365	91.28889	186.0	251999	-25.364555	7.0422983	18.095577	-37.744198	24.576166	5.454019	4835.880786895752
64	-92.18038	241.81549	-2.1611536	-1010.5925	-104.32031	200.97816	-2.5586503	-515.81384	96.8421	116.9	255999	-26.357864	7.199564	10.385076	-40.754345	25.69145	5.1030054	4913.727939605713
65	-69.67998	160.78877	-1.7982979	-723.3639	-145.31894	217.89323	-2.1098773	-690.2835	73.28846	179.6	259999	-27.389315	7.535833	11.865998	-43.10646	26.673168	5.5369277	4999.536758899689
66	-100.73822	216.50912	-1.6659006	-769.5829	-82.9741	151.95175	-2.261577	-523.0592	123.583336	76.9	263999	-27.432543	7.6589017	16.250935	-41.06333	26.70494	5.6655846	5075.819910526276
67	-240.07645	422.15698	-2.3339238	-1618.693	-241.51328	229.05696	-2.8113155	-596.62384	170.03847	168.1	267999	-28.622967	8.090517	12.665273	-46.246464	28.111933	6.4538636	5163.2811942100525
68	-167.20428	347.05032	-2.0878675	-1421.6504	-186.15968	307.79837	-1.8554229	-846.2003	123.15625	131.6	271999	-30.090727	7.9166126	14.069122	-43.387753	29.339542	6.3379884	5245.627553701401
